tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_pekerjaan,jumlah
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Petani/Pekebun,11
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Nelayan/Perikanan,4
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Konstruksi,3
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Transportasi,117
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Karyawan Swasta,11210
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Karyawan BUMN,105
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Karyawan BUMD,3
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Karyawan Honorer,41
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Buruh Harian Lepas,2232
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Buruh Tani/Perkebunan,5
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Buruh Nelayan/Perikanan,1
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Pembantu Rumah Tangga,3
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tukang Jahit,2
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Seniman,15
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Imam Mesjid,4
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Pendeta,15
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Wartawan,18
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Anggota DPRD Provinsi,1
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Dosen,21
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Guru,510
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Pilot,1
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Pengacara,7
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Notaris,1
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Arsitek,2
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Konsultan,2
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Dokter,49
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Bidan,24
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Perawat,67
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Apoteker,1
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Pelaut,137
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Sopir,285
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Pedagang,469
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Wiraswasta,4266
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Lainnya,2799
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Belum/Tidak Bekerja,462
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Mengurus Rumah Tangga,11953
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pelajar/Mahasiswa,5407
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pensiunan,222
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pegawai Negeri Sipil,292
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Tentara Nasional Indonesia,69
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Kepolisian RI,229
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Perdagangan,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Petani/Pekebun,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Nelayan/Perikanan,223
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Industri,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Konstruksi,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Transportasi,104
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Karyawan Swasta,10329
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Karyawan BUMN,81
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Karyawan BUMD,5
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Karyawan Honorer,41
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Buruh Harian Lepas,3339
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Buruh Tani/Perkebunan,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Buruh Nelayan/Perikanan,28
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pembantu Rumah Tangga,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Tukang Batu,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Tukang Jahit,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Penata Rambut,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Mekanik,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Seniman,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Imam Mesjid,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pendeta,15
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Wartawan,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Dosen,20
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Guru,503
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pilot,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pengacara,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Konsultan,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Dokter,24
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Bidan,48
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Perawat,70
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Psikiater/Psikolog,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pelaut,170
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Sopir,345
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Pedagang,462
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Wiraswasta,2572
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Lainnya,3203
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Belum/Tidak Bekerja,557
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Mengurus Rumah Tangga,10581
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Pelajar/Mahasiswa,6330
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Pensiunan,424
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Pegawai Negeri Sipil,363
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Tentara Nasional Indonesia,39
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Kepolisian RI,52
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Perdagangan,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Petani/Pekebun,53
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Peternak,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Nelayan/Perikanan,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Industri,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Konstruksi,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Transportasi,102
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Karyawan Swasta,20621
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Karyawan BUMN,156
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Karyawan BUMD,5
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Karyawan Honorer,43
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Buruh Harian Lepas,1024
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Buruh Tani/Perkebunan,7
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Pembantu Rumah Tangga,7
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Tukang Jahit,4
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Penata Rambut,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Mekanik,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Seniman,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Imam Mesjid,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Pendeta,19
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Wartawan,23
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Ustadz/Mubaligh,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Juru Masak,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Anggota DPRD Provinsi,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Dosen,20
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Guru,510
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Pengacara,9
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Arsitek,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Dokter,103
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Bidan,44
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Perawat,68
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Apoteker,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Pelaut,68
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Peneliti,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Sopir,302
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Pedagang,605
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Wiraswasta,5366
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Lainnya,3807
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Belum/Tidak Bekerja,291
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Mengurus Rumah Tangga,8120
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Pelajar/Mahasiswa,3904
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Pensiunan,81
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Pegawai Negeri Sipil,167
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Tentara Nasional Indonesia,135
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Kepolisian RI,41
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Perdagangan,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Petani/Pekebun,38
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Peternak,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Nelayan/Perikanan,320
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Industri,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Konstruksi,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Transportasi,69
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Karyawan Swasta,6259
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Karyawan BUMN,25
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Karyawan BUMD,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Karyawan Honorer,25
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Buruh Harian Lepas,2215
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Buruh Tani/Perkebunan,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Buruh Nelayan/Perikanan,13
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Tukang Jahit,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Mekanik,4
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Seniman,10
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Imam Mesjid,5
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Pendeta,10
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Wartawan,13
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Ustadz/Mubaligh,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Dosen,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Guru,266
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Pengacara,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Notaris,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Konsultan,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Dokter,10
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Bidan,22
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Perawat,25
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Apoteker,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Pelaut,137
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Peneliti,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Sopir,257
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Pedagang,250
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Wiraswasta,1829
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Lainnya,1846
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Belum/Tidak Bekerja,862
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Mengurus Rumah Tangga,20282
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Pelajar/Mahasiswa,9186
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Pensiunan,62
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Pegawai Negeri Sipil,144
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Tentara Nasional Indonesia,71
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Kepolisian RI,36
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Perdagangan,26
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Petani/Pekebun,72
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Nelayan/Perikanan,2336
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Industri,17
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Konstruksi,8
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Transportasi,149
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Karyawan Swasta,11104
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Karyawan BUMN,25
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Karyawan BUMD,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Karyawan Honorer,41
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Buruh Harian Lepas,5558
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Buruh Tani/Perkebunan,10
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Buruh Nelayan/Perikanan,54
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Tukang Jahit,7
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Mekanik,4
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Seniman,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Imam Mesjid,5
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Pendeta,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Wartawan,11
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Ustadz/Mubaligh,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Dosen,11
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Guru,394
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Pengacara,5
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Notaris,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Akuntan,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Konsultan,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Dokter,17
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Bidan,15
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Perawat,53
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Apoteker,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Pelaut,311
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Sopir,535
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Pedagang,1250
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Wiraswasta,6712
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Lainnya,3963
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Belum/Tidak Bekerja,288
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Mengurus Rumah Tangga,9287
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Pelajar/Mahasiswa,4916
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Pensiunan,350
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Pegawai Negeri Sipil,329
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tentara Nasional Indonesia,250
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Kepolisian RI,311
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Perdagangan,4
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Petani/Pekebun,16
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Nelayan/Perikanan,7
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Industri,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Konstruksi,4
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Transportasi,92
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Karyawan Swasta,9386
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Karyawan BUMN,58
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Karyawan BUMD,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Karyawan Honorer,21
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Buruh Harian Lepas,1490
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Buruh Tani/Perkebunan,7
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Buruh Nelayan/Perikanan,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Pembantu Rumah Tangga,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Mekanik,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Seniman,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Imam Mesjid,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Pendeta,12
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Wartawan,10
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Ustadz/Mubaligh,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Dosen,14
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Guru,458
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Pengacara,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Dokter,38
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Bidan,25
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Perawat,69
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Apoteker,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Pelaut,145
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Sopir,326
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Pedagang,59
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Wiraswasta,3126
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Lainnya,2849
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Belum/Tidak Bekerja,248
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Mengurus Rumah Tangga,10472
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Pelajar/Mahasiswa,5432
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Pensiunan,239
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Pegawai Negeri Sipil,397
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Tentara Nasional Indonesia,122
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Kepolisian RI,195
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Perdagangan,7
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Petani/Pekebun,146
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Nelayan/Perikanan,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Industri,27
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Transportasi,99
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Karyawan Swasta,11384
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Karyawan BUMN,100
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Karyawan BUMD,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Karyawan Honorer,56
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Buruh Harian Lepas,1423
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Buruh Tani/Perkebunan,22
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Buruh Nelayan/Perikanan,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Tukang Cukur,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Tukang Jahit,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Mekanik,7
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Seniman,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Imam Mesjid,7
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Pendeta,9
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Wartawan,6
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Juru Masak,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Dosen,25
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Guru,809
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Pilot,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Pengacara,4
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Dokter,38
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Bidan,36
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Perawat,104
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Apoteker,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Psikiater/Psikolog,1
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Pelaut,123
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Sopir,255
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Pedagang,278
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Wiraswasta,3230
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Lainnya,3010
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,Belum/Tidak Bekerja,619
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,Mengurus Rumah Tangga,17072
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,Pelajar/Mahasiswa,8989
